Indirizzo;Ubicazione;Codice;Ambito;Pagamenti;Tariffa;Tipo;Latitude;Longitude
Via Albalonga;Civico 11;AF37;Appio Latino;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.880386;12.513635
Via Pescara;Civico 15;AG42;Tuscolano;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 03 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Venerdi';Pay&Go+;41.882996;12.523873
Via Saluzzo;Civico 38;AG127;Tuscolano;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.879414;12.520044
Via Domodossola;Civico 6/8;AF31;Appio Latino;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.879932;12.513736
Via Foligno;Civico 12;AG77;Tuscolano;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 03 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Venerdi';Pay&Go+;41.886364;12.518827
Viale Castrense;Civico 5/d;AG24;Tuscolano;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 03 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Venerdi';Pay&Go+;41.888054;12.518502
Via Nicola Martelli;Civico 1/A;V143;Pinciano;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.92466;12.478228
Viale Romania;Civico 5;AB34;Parioli;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.923486;12.492609
Via Appia Nuova;Civico 246;017;Appio Latino;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.879814;12.51625
Via Appia Nuova;Civico 256/211;018;Appio Latino;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.87966;12.516768
Via Voghera;Civico. 5/a;AG75;Tuscolano;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 03 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Venerdi';Pay&Go+;41.88611;12.51789
Via Terni;Civico 90/a;AG59;Tuscolano;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 03 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Venerdi';Pay&Go+;41.885006;12.521135
Via Nicolo' Tartaglia;Civico 14;V30;Pinciano;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.92498;12.487237
Via Chelini;Civico 10;V52;Pinciano;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.925816;12.482604
Via dei Gracchi;Angolo Via Ezio;G30;Prati;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 04 - 1.00 euro/h - 08:00 20:00 - Lunedi' - Sabato;Pay&Go;41.909;12.466407
Viale Manzoni;Civico 40;B116;Esquilino;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.892746;12.509208
Via Conte Verde;Angolo Via Pianciani;B120;Esquilino;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.892525;12.508169
Lungotevere Flaminio;Circolo della Marina;C25;Flaminio;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 03 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Venerdi';Pay&Go;41.923527;12.46655
Via degli Scialoja;Civico 18;C5;Flaminio;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 04 - 1.00 euro/h - 08:00 20:00 - Lunedi' - Sabato;Pay&Go;41.913425;12.473772
Via Donatello;Angolo Largo Antonio Sarti;C24;Flaminio;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 07 - 1.00 euro/h - 08:00 20:00 - Lunedi' - Venerdi';Pay&Go;41.9234;12.468326
Lungotevere Flaminio;Circolo delle Poste;C29;Flaminio;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 03 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Venerdi';Pay&Go;41.925278;12.462193
Lungotevere Flaminio;Civico 76;C34;Flaminio;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 03 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Venerdi';Pay&Go;41.928616;12.461177
Via Flaminia;Angolo Viale del Pinturicchio;C39;Flaminio;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 07 - 1.00 euro/h - 08:00 20:00 - Lunedi' - Venerdi';Pay&Go;41.932858;12.4672
Via Giuseppe Giusti;Civico 1;B83;Esquilino;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.89293;12.502169
Via Napoleone III;Civico 10b;B91;Esquilino;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.89732;12.501001
Via Martino Longhi;Angolo Piazza Mancini;C54;Flaminio;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 07 - 1.00 euro/h - 08:00 20:00 - Lunedi' - Venerdi';Pay&Go;41.93173;12.464225
Via Merulana;Civico 120;B72;Esquilino;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.89029;12.503034
Via dei Sabelli;Civico 102;D38;Tiburtino;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 08 - 1.20 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go;41.898262;12.517879
Via dei Sabelli;Civico 116;D39;Tiburtino;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go;41.89915;12.519378
Via dei Campani;Civico 75;D44;Tiburtino;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 08 - 1.20 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go;41.895035;12.515587
Lungotevere della Farnesina;Civico 9;E58;Trastevere;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 06 - 1.00 euro/h - 08:00 03:00 - Lunedi' - Sabato;Pay&Go;41.894695;12.466802
Via Adige;Angolo Via Tagliamento;Z113;Trieste;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.92087;12.504362
Via Ticino;Angolo Via Ombrone;Z117;Trieste;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.918026;12.504284
Via della Stazione di S. Pietro;Civico 12;W3;Aurelio;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.899197;12.45465
Via De Cubertain;Angolo D. Pietri;AB94;Parioli;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go;41.92897;12.471182
Via Dorando Pietri; ;AB95;Parioli;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go;41.92836;12.471394
Via Raimondi;Via Pergolesi;3;Pinciano;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 10 - 0.50 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.916935;12.491568
Via Lucio II; ;108;Park di Scambio;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;Park di Scambio - euro 1,50 12/h - euro 2,50 16/h;Pay&Go+;41.90742;12.418761
Via delle Mure Aurelie;Civico 7/B;W14;Aurelio;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.897846;12.457805
Via Circo Massimo;Civico 27;AE82;Ripa;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go;41.88454;12.486483
Via Val Senio;Angolo Via Valle di Corio;AI16;Monte Sacro;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.940155;12.52719
Viale Palmiro Togliatti (staz. Metro Ponte Mammolo); ;Togliatti 111;Park di Scambio;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;Park di Scambio - euro 1,50 12/h - euro 2,50 16/h;Pay&Go+;41.921047;12.566663
Via Ostiense;Civico 86;R60;Ostiense 8° Mun.  XB-XC;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go;41.86885;12.479677
Via Ostiense;Civico 162;R65;Ostiense 8° Mun.  XB-XC;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go;41.8645;12.478785
Viale Vaticano;Civico 28;W24;Aurelio;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.900673;12.448844
Piazza Zama; ;AF2;Appio Latino;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.87591;12.510135
Via Casilina;Civico 69;AG6;Tuscolano;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 03 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Venerdi';Pay&Go+;41.88834;12.521135
Piazza Acilia;Civico 3/a;AC32;Trieste;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.92897;12.512159
Via Ostiense;Civico 38;Q18;Ostiense 8° Mun.  XB-XC;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.87366;12.480222
Piazzale Ardeatino;Civico 2;R38;Ostiense 1° Mun.  XA;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.876625;12.487045
Via Robecchi Brichetti;Civico 11;R43;Ostiense 1° Mun.  XA;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.874134;12.489747
Via Dandini;Angolo Via Belzoni;R49;Ostiense 1° Mun.  XA;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.874454;12.487756
Via Dandini;Civico 11;R50;Ostiense 1° Mun.  XA;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.87402;12.488494
Via Capodistria;Civico 12;Z132;Trieste;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.917572;12.511137
Via Nomentana;Civico 220;Z137;Nomentano;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.92438;12.521544
Via degli Appennini;Angolo Via delle Isole;Z99;Trieste;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.917767;12.509097
Via Aurelia;Civico 12;W30;Aurelio;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.89975;12.453341
Park La Storta; ;173;Park di Scambio;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;Park di Scambio - euro 1,50 12/h - euro 2,50 16/h;Pay&Go+;42.00301;12.379458
Via Tuscolana; ;Cinecittà 186;Park di Scambio;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;Park di Scambio - euro 1,50 12/h - euro 2,50 16/h;Pay&Go+;41.849396;12.572901
Via Adria; ;AG130;Tuscolano;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 10 - 0.50 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.87868;12.521812
Via Migiurtina;Civico 38;Z36;Trieste;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.930428;12.521813
Via Tirso;Civico 75;S45;Salario;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.917416;12.499897
Corso Trieste;Civico 57;Z67;Trieste;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.9179;12.505688
Via Cesalpino;Civico 1;U12;Nomentano;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.91008;12.508716
Via Ostiense;Civico 121/a;R58;Ostiense 8° Mun.  XB-XC;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.86683;12.479593
Viale Umberto Tupini;Civico 110;AA35;Europa (E.U.R.);PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 04 - 1.00 euro/h - 08:00 20:00 - Lunedi' - Sabato;Pay&Go+;41.832287;12.461472
Viale Umberto Tupini;Civico 85;AA37;Europa (E.U.R.);PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 04 - 1.00 euro/h - 08:00 20:00 - Lunedi' - Sabato;Pay&Go+;41.83452;12.4628
Via Bradano;Civico 7;AC57;Trieste;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.925034;12.513601
Via Foligno;Civico 51/b;AG67;Tuscolano;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 03 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Venerdi';Pay&Go+;41.88422;12.5187
Via Annia Faustina;Civico 17;AE18;San Saba;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.87838;12.483432
Via Nomentana;Civico 131;U5;Salario;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.911755;12.504625
Via Pinciana;Civico 39;T3;Pinciano;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.912395;12.492404
Via Luigi Mancinelli;Civico 48;AC94;Trieste;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 03 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Venerdi';Pay&Go+;41.93702;12.514233
Via Bellini;Civico 6;V19;Pinciano;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.920574;12.495342
Via Antonio Bertoloni;Angolo Via A. Secchi;V27;Pinciano;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.92339;12.488129
Piazzale Ferdowsi;ingresso Villa Borghese;V120;Pinciano;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 10 - 0.50 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.915546;12.481054
Via Pietro Mascagni;Civico 158;AC98;Trieste;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 03 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Venerdi';Pay&Go+;41.937634;12.518253
Via Felice Anerio;Civico 29;AC106;Trieste;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 03 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Venerdi';Pay&Go+;41.935143;12.515655
Piazza Gian Lorenzo Bernini;Civico 18/b;AE23;San Saba;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.878212;12.485271
Via Etruria;Civico 32;AF40;Appio Latino;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.879196;12.512218
Via Campania;Angolo Via Lucania;F70;Ludovisi - Sallustiano;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go;41.910606;12.49603
Lungotevere dei Mellini;Civico 8;E48;Prati;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go;41.905735;12.473742
Via dei Bruzi;Civico 8;D46;Tiburtino;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 08 - 1.20 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go;41.893497;12.514804
Lungotevere Sanzio; ;E64;Trastevere;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 06 - 1.00 euro/h - 08:00 03:00 - Lunedi' - Sabato;Pay&Go;41.89147;12.47068
Piazza Mancini;Civico 2;C77;Flaminio;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 07 - 1.00 euro/h - 08:00 20:00 - Lunedi' - Venerdi';Pay&Go;41.930885;12.465282
Via Luca Signorelli;Via F.Milizia;C66;Flaminio;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 07 - 1.00 euro/h - 08:00 20:00 - Lunedi' - Venerdi';Pay&Go;41.925556;12.463343
Via Massaccio;Civico 4;C71;Flaminio;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 07 - 1.00 euro/h - 08:00 20:00 - Lunedi' - Venerdi';Pay&Go;41.929836;12.46711
Via Giuseppe Avezzana;Civico 51;N29;Della Vittoria;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.916203;12.466832
Viale Carso;Angolo Via Antonio Chinotto;N134;Della Vittoria;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.920574;12.465501
